"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09"
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-09","8.28"," 1943","0.08",,,,"31","24","   20","   20","13.0","19.9","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-10","11.18"," 2318","0.01",,,,"39","24","   20","   10","18.1","28.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-11","7.16"," 0821","0.00",,,,"34","21","   20","   30","15.0","21.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-12","9.17"," 2305","0.00",,,,"40","14","  320","  300","25.9","38.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-13","10.96"," 0132","0.00",,,,"21","7","  320","  320","25.9","36.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-14","3.80"," 1057","0.03","0.6",,,"30","9","  200","  190","16.1","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-15","20.58"," 0527","0.00",,,,"24","2","  320","  310","33.1","47.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-16","10.51"," 0319","0.00",,,,"21","2","  310","  320","21.9","31.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-17","4.03"," 0635","0.08",,,,"28","13","   30","   50","14.1","19.9",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-18","4.03"," 1515","0.01",,,,"31","10","  240","  150","15.0","21.0","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-19","16.11"," 1140","0.00",,,,"26","6","  290","  310","29.1","38.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-20","11.86"," 0032","0.00",,,,"19","1","  290","  290","23.9","33.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-21","5.14"," 1047","0.59",,,,"31","5","  200","  210","18.1","21.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-22","2.68"," 1532","0.06",,,,"43","29","  270","  120","10.1","15.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-23","13.87"," 1446","0.00",,,,"37","6","  310","  300","25.9","35.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-24","7.38"," 1457","0.00",,,,"22","3","  180","  180","16.1","25.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-25","6.04"," 1307","0.00",,,,"41","10","  260","  280","19.9","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-26","7.83"," 1417","0.00",,,,"30","20","   10","   50","13.0","17.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-27","7.83"," 1913","0.00",,,,"30","17","  320","  330","15.0","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-02-28","3.80"," 0301","0.00",,,,"31","10","  350","  350","14.1","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-01","2.01"," 1238","0.43","2.3",,,"38","15","  210","  210","16.1","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-02","10.29"," 1138","0.00",,,,"38","25","  300","  300","25.9","36.9","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-03","6.04"," 1524","0.65","0.4",,,"35","11","  160","  160","18.1","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-04","7.16"," 1556","0.26",,,,"50","34","  270","  140","14.1","23.0","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-05","7.61"," 2330","0.57","4.9",,,"39","18","  330","  330","17.0","23.9","    1","    1",,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-06","6.49"," 0020","0.00",,,,"28","10","  330","  320","17.0","25.9",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-07","7.16"," 1308","0.00",,,,"38","11","  230","  230","18.1","25.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-08","5.82"," 1149","0.00",,,,"48","28","  290","  280","23.9","32.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-09","4.92"," 1149","0.00",,,,"54","26","  270","  270","18.1","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-10","1.57"," 1453","0.40",,,,"54","30","  180","  120","12.1","16.1","    1","    1",,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-11","6.93"," 2228","0.02",,,,"58","39","  310","  310","18.1","25.1","    1","    1",,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-12","12.53"," 1059","0.00",,,,"46","34","  310","  310","29.1","36.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-13","6.26"," 1208","0.00",,,,"46","29","  200","  130","16.1","33.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-14","3.80"," 1007","0.77",,,,"50","38","  140","  130","14.1","23.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-15","15.21"," 1559","0.00",,,,"45","36","  320","  320","32.0","45.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-16","2.91"," 0002","0.00",,,,"52","30","  320","  320","14.1","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-17","12.30"," 1616","0.03",,,,"55","33","  310","  310","36.9","49.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-18","13.20"," 1503","0.00",,,,"38","28","  310","  300","28.0","40.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-19","8.28"," 1018","0.00",,,,"42","28","  320","  320","19.9","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-20","6.26"," 1708","0.28",,,,"37","29","   70","   70","12.1","17.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-21","6.04"," 2235","0.00",,,,"47","29","  300","  310","18.1","25.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-22","12.97"," 0732","0.00",,,,"43","27","  310","  300","23.0","31.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-23","9.62"," 1236","0.00",,,,"38","22","  310","  300","21.0","28.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-24","5.14"," 1341","0.00",,,,"45","25","  320","  310","12.1","16.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-25","4.03"," 1201","0.06",,,,"49","28","  180","  170","17.0","25.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-26","3.13"," 0625","0.40",,,,"62","40","  160","  150","17.0","23.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-27","7.83"," 0450","0.30",,,,"47","39","  320","  320","15.0","19.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-28","11.63"," 2339","0.00",,,,"40","27","  320","  320","18.1","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-29","7.83"," 1729","0.00",,,,"47","25","  310","  130","16.1","21.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-30","11.86"," 2016","0.00",,,,"52","35","  300","  270","21.9","36.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-03-31","5.59"," 1044","0.23",,,,"47","34","  220","  230","14.1","23.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-01","7.16"," 1326","0.00",,,,"52","32","  270","  270","19.9","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-02","12.08"," 1409","0.00",,,,"68","31","  220","  200","29.1","36.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-03","9.40"," 0955","0.01",,,,"66","56","  210","  190","17.0","21.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-04","15.21"," 0907","0.00",,,,"59","40","  300","  300","32.0","44.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-05","6.93"," 1339","0.00",,,,"60","34","  270","  270","25.1","36.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-06","3.36"," 1025","0.00",,,,"67","38","  120","  130","16.1","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-07","5.59"," 1307","0.07",,,,"56","43","   60","   60","13.0","18.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-08","10.51"," 0935","0.00",,,,"45","38","   80","   60","18.1","28.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-09","6.71"," 1642","0.02",,,,"44","37","  110","  110","15.0","21.9","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-10","6.26"," 0846","0.09",,,,"57","40","  210","  120","17.0","23.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-11","11.63"," 0744","0.00",,,,"57","42","  300","  300","25.1","36.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-12","3.80"," 1440","0.00",,,,"67","34","  160","  140","14.1","21.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-13","8.28"," 1558","0.00",,,,"73","40","  180","  140","17.0","28.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-14","4.47"," 0650","0.00",,,,"66","53","  320","  320","17.0","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-15","8.50"," 1135","0.00",,,,"72","49","  350","  350","18.1","25.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-16","5.82"," 1643","0.00",,,,"66","47","  150","  160","21.9","31.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-17","8.28"," 1456","0.09",,,,"73","54","  240","  230","16.1","21.9","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-18","6.71"," 2217","0.00",,,,"81","47","  350","  350","21.0","25.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-19","8.95"," 1521","0.00",,,,"62","47","  160","  180","16.1","21.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-20","7.61"," 1103","2.08",,,,"58","45","  290","  130","21.9","25.1","    1","    1",,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-21","9.17"," 1747","0.17",,,,"68","50","  270","  270","23.0","32.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-22","10.29"," 1420","0.03",,,,"70","43","  210","  220","35.1","46.1",,,,,"    1",,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-23","12.75"," 1112","0.00",,,,"51","39","  300","  240","21.9","32.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-24","14.99"," 1632","0.00",,,,"50","37","  330","  330","23.9","35.1",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-25","7.38"," 0923","0.00",,,,"60","35","  300","  300","16.1","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-26","6.04"," 1927","0.00",,,,"62","43","  320","  340","15.0","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-27","11.41"," 1804","0.00",,,,"61","48","  320","  310","21.0","28.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-28","10.96"," 1734","0.00",,,,"71","48","  320","  340","19.9","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-29","7.61"," 1122","0.00",,,,"77","49","   80","  300","18.1","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-04-30","7.16"," 1536","0.00",,,,"65","47","  140","  120","14.1","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-01","5.82"," 1259","0.00",,,,"68","46","  140","  140","17.0","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-02","4.03"," 1406","0.00",,,,"73","44","  180","  160","17.0","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-03","3.80"," 1635","0.00",,,,"81","44","  150","  160","17.0","28.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-04","8.50"," 1728","0.00",,,,"88","52","  230","  220","21.9","28.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-05","5.14"," 1230","0.00",,,,"85","58","  210","  120","16.1","23.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-06","4.70"," 0813","0.00",,,,"70","55","  220","  360","10.1","14.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-07","4.70"," 1606","0.00",,,,"79","50","  160","  140","14.1","23.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-08","5.59"," 1822","0.00",,,,"87","53","  170","  140","17.0","28.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-09","4.47"," 1334","0.00",,,,"72","56","  150","  160","12.1","14.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-10","7.61"," 1721","0.00",,,,"85","61","  240","  130","17.0","35.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-11","8.05"," 1439","0.00",,,,"85","68","  200","  200","21.9","28.0",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-12","10.51"," 2144","0.00",,,,"86","62","  330","  320","23.9","36.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-13","12.97"," 1116","0.00",,,,"70","51","  320","  300","23.9","33.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-14","7.16"," 1512","0.00",,,,"75","48","  200","  120","12.1","32.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-15","6.71"," 1442","0.00",,,,"77","50","  160","  140","17.0","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-16","3.80"," 1119","0.19",,,,"78","58","  240","  140","13.0","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-17","2.91"," 0908","0.06",,,,"85","66","  210","   80","12.1","16.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-18","6.04"," 1619","0.00",,,,"74","60","  130","  130","17.0","25.1","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-19","4.47"," 2320","0.18",,,,"82","58","  360","  360","17.0","28.0","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-20","11.86"," 1340","0.00",,,,"66","53","  330","  330","21.0","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-21","5.14"," 1834","0.00",,,,"64","50","  190","  160","15.0","25.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-22","9.62"," 1153","0.00",,,,"76","53","  280","  320","21.0","30.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-23","8.05"," 0124","0.00",,,,"70","47","  320","  310","18.1","25.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-24","6.04"," 1442","0.00",,,,"83","49","  220","  220","19.9","25.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-25","9.17"," 1746","0.00",,,,"89","59","  220","  220","23.0","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-26","10.96"," 2038","0.00",,,,"92","65","  190","  200","17.0","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-27","8.50"," 0651","0.50",,,,"90","69","  160","  100","19.9","29.1",,,"    1",,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-28","6.26"," 1320","0.00",,,,"92","69","  160","  150","16.1","29.1","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-29","4.47"," 0518","0.00",,,,"86","61","  170","  210","15.0","64.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-30","8.95"," 1825","0.00",,,,"86","65","  170","  170","17.0","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-05-31","8.28"," 1331","1.39",,,,"94","57","   70","  180","18.1","29.1","    1",,"    1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-01","7.16"," 0001","0.74",,,,"57","51","   80","   90","17.0","25.1","    1",,"    1",,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-02","5.14"," 0707","0.42",,,,"57","50","   10","   30","10.1","16.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-03","5.59"," 1839","0.00",,,,"72","53","  150","  140","13.0","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-04","6.04"," 1714","0.00",,,,"67","54","  120","  130","12.1","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-05","3.58"," 1754","0.07",,,,"73","56","  220","  140","8.9","18.1","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-06","6.49"," 1358","0.18",,,,"77","55","   20","   10","19.9","30.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-07","7.38"," 1410","0.00",,,,"77","49","  160","  150","16.1","25.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-08","11.18"," 0953","0.16",,,,"83","63","  230","  130","21.9","31.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-09","9.17"," 1458","0.01",,,,"85","68","  240","  230","21.9","30.0","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-10","5.82"," 1520","0.00",,,,"83","61","  240","  130","16.1","32.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-11","8.28"," 1405","0.00",,,,"95","70","  250","  240","17.0","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-12","6.49"," 1606","0.00",,,,"91","73","  130","  130","15.0","32.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-13","7.83"," 0641","0.00",,,,"86","69","  320","  330","21.0","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-14","5.59"," 1921","0.34",,,,"90","64","  190","  120","16.1","23.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-15","4.92"," 1411","0.86",,,,"85","65","  120","  120","15.0","23.9","    1",,"    1",,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-16","4.70"," 1509","0.56",,,,"85","65","  320","  150","15.0","21.9","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-17","6.04"," 1826","0.00",,,,"83","66","  200","  120","15.0","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-18","7.83"," 1428","0.00",,,,"76","65","  160","  150","15.0","21.9",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-19","5.37"," 0547","0.00",,,,"87","67","  360","  120","14.1","31.1",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-20","4.92"," 0832","0.04",,,,"74","64","   90","   70","10.1","16.1","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-21","7.61"," 1657","0.26",,,,"90","69","  320","  320","25.9","36.0","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-22","7.83"," 1649","0.00",,,,"88","71","  260","  250","17.0","28.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-23","10.51"," 1517","0.00",,,,"92","72","  220","  230","23.0","31.1",,,"    1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-24","8.50"," 1744","0.00",,,,"84","66","  320","  330","15.0","21.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-25","4.92"," 0656","0.00",,,,"87","63","  240","  130","16.1","25.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-26","4.92"," 1238","0.00",,,,"80","70","   90","  130","15.0","18.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-27","7.83"," 1924","1.05",,,,"71","59","  120","   80","16.1","25.1","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-28","5.82"," 1715","0.20",,,,"73","61","  250","  120","15.0","21.0","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-29","7.61"," 1537","0.00",,,,"78","61","  250","  250","16.1","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-06-30","9.62"," 1124","0.00",,,,"85","64","  170","  180","21.0","30.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-01","8.05"," 1414","0.99",,,,"84","69","  270","  220","21.9","30.0","    1","    1","    1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-02","2.91"," 1820","0.00",,,,"83","65","  220","  230","10.1","19.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-03","5.37"," 1317","0.00",,,,"83","63","   10","  280","12.1","15.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-04","3.36"," 1410","0.00",,,,"78","68","   10","  350","10.1","16.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-05","3.13"," 1513","0.00",,,,"86","65","  190","  140","12.1","18.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-06","5.37"," 1751","0.00",,,,"85","68","  130","  120","14.1","31.1","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-07","7.83"," 1350","0.01",,,,"92","75","  170","  160","16.1","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-08","5.37"," 1416","0.20",,,,"88","75","  310","  310","23.9","30.0","    1",,"    1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-09","4.92"," 1519","0.43",,,,"81","66","  170","  130","14.1","25.1","    1",,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-10","7.61"," 1257","0.00",,,,"85","71","  320","  320","16.1","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-11","3.13"," 0828","0.00",,,,"88","67","  300",,"10.1","15.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-12","3.13"," 1407","0.00",,,,"89","68","  310","  190","13.0","17.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-13","4.92"," 1712","0.00",,,,"87","71","  140","  140","14.1","19.9",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-14","3.36"," 1616","0.29",,,,"82","70","  170","  140","16.1","28.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-15","6.26"," 1715","0.00",,,,"83","72","  360","   10","17.0","25.9","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-16","7.16"," 1859","0.00",,,,"81","63","   10","  120","15.0","25.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-17","7.38"," 1316","0.00",,,,"81","62","  140","  150","16.1","23.9",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-18","8.05"," 0846","0.48",,,,"87","71","  140","  130","16.1","25.9","    1",,"    1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-19","5.82"," 1712","0.00",,,,"98","73","  240","  260","17.0","21.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-20","7.16"," 1500","0.00",,,,"94","79","  320","  310","16.1","21.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-21","5.14"," 1817","0.00",,,,"89","71","  350","  340","21.9","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-22","9.40"," 1544","0.00",,,,"84","66","  300","  290","21.0","25.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-23","6.71"," 1536","0.00",,,,"85","64","  270","  280","15.0","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-24","3.58"," 1743","0.00",,,,"86","65","  330","  330","12.1","17.0",,,,,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-25","5.37"," 1613","0.00",,,,"86","67","  190","  180","14.1","21.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-26","8.50"," 1943","0.00",,,,"90","71","  190","  140","18.1","25.9",,,"    1",,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-27","5.82"," 1831","0.00",,,,"89","72","  180","  160","15.0","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-28","3.36"," 0442","0.00",,,,"95","72","  340","  330","23.9","36.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-29","5.59"," 1919","0.00",,,,"95","74","  220","  150","14.1","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-30","7.61"," 1524","0.35",,,,"90","75","  240","  240","23.9","32.0",,,"    1",,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-07-31","6.04"," 1227","0.00",,,,"92","70","  290","  270","17.0","23.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-01","6.49"," 1507","0.00",,,,"90","70","  220","  290","21.0","25.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-02","4.47"," 1708","0.00",,,,"90","66","  180","  150","15.0","23.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-03","10.74"," 1525","0.00",,,,"94","71","  190","  210","21.9","29.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-04","8.72"," 0257","0.18",,,,"91","70","  230","  270","23.0","31.1",,,"    1",,,"    1",
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-05","6.49"," 1148","0.00",,,,"89","68","  320","  310","18.1","23.9",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-06","4.25"," 1240","0.00",,,,"84","61","  320","  240","14.1","18.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-07","5.14"," 0318","0.00",,,,"84","66","   10","  280","19.9","33.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-08","4.25"," 1829","0.00",,,,"83","63","  210","   90","17.0","32.0",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-09","5.37"," 1958","0.00",,,,"85","65","   50","  240","13.0","33.1",,,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-10","7.38"," 0348","0.00",,,,"83","67","  190","  210","16.1","30.0","    1",,,,,,
"USW00094741","TETERBORO AIRPORT, NJ US","2015-08-11","8.05"," 0608","0.84",,,,"82","71","  180","  180","21.0","25.1","    1",,,,,,
